LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
CA,California,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.659,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.591,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.733,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.857,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.747,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.13,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.264,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.518,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.241,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.809,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.369,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.576,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.417,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.61,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.933,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.796,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.332,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.3,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.834,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.345,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.784,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.426,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.832,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.231,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.688,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.902,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.141,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.13,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.932,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.384,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.509,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.389,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.619,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.463,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.555,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.233,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.672,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.888,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.366,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.284,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.818,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ND,North Dakota,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.536,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.819,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.437,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.429,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.388,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.946,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.235,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.858,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.565,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.507,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.635,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.532,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.619,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.664,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.022,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.527,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.83,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.373,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.783,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.804,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.052,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.426,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.147,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.631,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.202,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.447,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.093,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.637,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.046,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.059,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.683,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.208,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.018,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.601,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.716,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.768,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.042,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.577,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.15,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.736,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.034,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ND,North Dakota,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.383,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.078,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.196,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.293,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.535,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.841,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.613,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.506,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.463,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.804,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.259,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.481,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.878,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.456,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ID,Idaho,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.118,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.391,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.189,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.937,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.496,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.403,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.192,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.967,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.435,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.657,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.642,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.418,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.17,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.437,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.452,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.418,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
