,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude,Id
645,MS,Mississippi,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.758,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825,646
646,VA,Virginia,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.301,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463,647
647,RI,Rhode Island,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.62,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,648
648,CT,Connecticut,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,10.043,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952,649
649,OK,Oklahoma,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.39799999999999996,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214,650
650,OK,Oklahoma,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.209,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214,651
651,MI,Michigan,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.455,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,652
652,WY,Wyoming,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.517,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,653
653,MS,Mississippi,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.375,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825,654
654,WY,Wyoming,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.65,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,655
655,DC,District of Columbia,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.39,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,656
656,CO,Colorado,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.733,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921,657
657,CO,Colorado,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.0859999999999999,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921,658
658,KS,Kansas,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.988,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,659
659,NV,Nevada,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.181,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,660
660,SD,South Dakota,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.8420000000000005,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637,661
661,VT,Vermont,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.2319999999999998,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791,662
662,NJ,New Jersey,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.989,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288,663
663,NV,Nevada,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.0659999999999998,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,664
664,FL,Florida,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.517,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539,665
665,MA,Massachusetts,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.153,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,666
666,NC,North Carolina,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.75,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463,667
667,DE,Delaware,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5870000000000001,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,668
668,MI,Michigan,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.138999999999999,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,669
669,GA,Georgia,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.638,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,670
670,AZ,Arizona,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.491,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,671
671,SC,South Carolina,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.851,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207,672
672,GA,Georgia,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.907,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,673
673,DE,Delaware,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.627,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,674
674,OK,Oklahoma,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.46399999999999997,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214,675
675,TX,Texas,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.455,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,676
676,GA,Georgia,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.547,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,677
677,MN,Minnesota,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.739,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,678
678,NJ,New Jersey,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.395,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288,679
679,DC,District of Columbia,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.326,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,680
680,OK,Oklahoma,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.4,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214,681
681,KS,Kansas,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.87,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,682
682,TN,Tennessee,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.993,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914,683
683,RI,Rhode Island,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.018,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,684
684,NM,New Mexico,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.495,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985,685
685,LA,Louisiana,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.513,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071,686
686,NE,Nebraska,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.948,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623,687
687,IN,Indiana,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.581,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194,688
688,HI,Hawaii,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.723,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403,689
689,CO,Colorado,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4569999999999999,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921,690
690,MA,Massachusetts,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.781,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,691
691,TX,Texas,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.042999999999999,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,692
692,MO,Missouri,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.358,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,693
693,MD,Maryland,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.872999999999999,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,694
694,HI,Hawaii,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.788,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403,695
695,UT,Utah,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.366,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635,696
696,WV,West Virginia,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9240000000000002,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,697
697,ID,Idaho,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.413,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042,698
698,NH,New Hampshire,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.45,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092,699
699,NV,Nevada,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.903,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,700
700,MS,Mississippi,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.488,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825,701
701,OR,Oregon,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.308,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326,702
702,NJ,New Jersey,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.489,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288,703
703,MT,Montana,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.121,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645,704
704,NE,Nebraska,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.107,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623,705
705,CA,California,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.019,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,706
706,CA,California,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.9530000000000003,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,707
707,MA,Massachusetts,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.682,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,708
708,MO,Missouri,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.368,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,709
709,VA,Virginia,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.565,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463,710
710,MA,Massachusetts,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.806,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675,711
711,HI,Hawaii,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.981,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403,712
712,ND,North Dakota,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.359,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049,713
713,MO,Missouri,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.598,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,714
714,WY,Wyoming,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.681,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353,715
715,DC,District of Columbia,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.704,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,716
716,SC,South Carolina,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.381,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207,717
717,NM,New Mexico,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.9160000000000004,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985,718
718,IL,Illinois,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.023,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178,719
719,MO,Missouri,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.088,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053,720
720,AK,Alaska,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.483,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,721
